data;nome_drs;ocupacao_leitos;pacientes_uti_ultimo_dia;total_covid_uti_ultimo_dia;ocupacao_leitos_ultimo_dia;internacoes_ultimo_dia;pacientes_enf_ultimo_dia;total_covid_enf_ultimo_dia;;;Comando para o HeideSQL
20/10/2022;DRS 01 Grande São Paulo;25.83;194;723;26.83;91;374;1479;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 01 Grande São Paulo', 25.83, 194, 723, 26.83, 91, 374, 1479);"
20/10/2022;DRS 02 Araçatuba;3.07;2;33;6.06;0;4;127;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 02 Araçatuba', 3.07, 2, 33, 6.06, 0, 4, 127);"
20/10/2022;DRS 03 Araraquara;7.82;2;12;16.67;3;1;47;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 03 Araraquara', 7.82, 2, 12, 16.67, 3, 1, 47);"
20/10/2022;DRS 04 Baixada Santista;17.58;15;62;24.19;2;14;126;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 04 Baixada Santista', 17.58, 15, 62, 24.19, 2, 14, 126);"
20/10/2022;DRS 05 Barretos;0;0;1;0;0;0;23;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 05 Barretos', 0, 0, 1, 0, 0, 0, 23);"
20/10/2022;DRS 06 Bauru;6.04;4;36;11.11;2;14;167;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 06 Bauru', 6.04, 4, 36, 11.11, 2, 14, 167);"
20/10/2022;DRS 07 Campinas;8.02;23;254;9.06;6;47;485;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 07 Campinas', 8.02, 23, 254, 9.06, 6, 47, 485);"
20/10/2022;DRS 08 Franca;1.93;0;22;0;0;1;90;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 08 Franca', 1.93, 0, 22, 0, 0, 1, 90);"
20/10/2022;DRS 09 Marília;20.11;4;27;14.81;0;20;75;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 09 Marília', 20.11, 4, 27, 14.81, 0, 20, 75);"
20/10/2022;DRS 10 Piracicaba;0.27;0;51;0;1;3;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 10 Piracicaba', 0.27, 0, 51, 0, 1, 3, 95);"
20/10/2022;DRS 11 Presidente Prudente;33.3;5;8;62.5;5;21;112;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 11 Presidente Prudente', 33.3, 5, 8, 62.5, 5, 21, 112);"
20/10/2022;DRS 12 Registro;14.06;0;14;0;0;5;42;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 12 Registro', 14.06, 0, 14, 0, 0, 5, 42);"
20/10/2022;DRS 13 Ribeirão Preto;14.23;4;31;12.9;5;28;118;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 13 Ribeirão Preto', 14.23, 4, 31, 12.9, 5, 28, 118);"
20/10/2022;DRS 14 São João da Boa Vista;10.42;2;23;8.7;1;2;100;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 14 São João da Boa Vista', 10.42, 2, 23, 8.7, 1, 2, 100);"
20/10/2022;DRS 15 São José do Rio Preto;10.9;6;23;26.09;4;15;197;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 15 São José do Rio Preto', 10.9, 6, 23, 26.09, 4, 15, 197);"
20/10/2022;DRS 16 Sorocaba;1.62;2;107;1.87;5;13;264;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 16 Sorocaba', 1.62, 2, 107, 1.87, 5, 13, 264);"
20/10/2022;DRS 17 Taubaté;7.39;7;81;8.64;0;9;158;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'DRS 17 Taubaté', 7.39, 7, 81, 8.64, 0, 9, 158);"
20/10/2022;Estado de São Paulo;16.72;270;1508;17.9;125;571;3705;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-20', 'Estado de São Paulo', 16.72, 270, 1508, 17.9, 125, 571, 3705);"
21/10/2022;DRS 01 Grande São Paulo;25.94;179;725;24.69;72;342;1469;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 01 Grande São Paulo', 25.94, 179, 725, 24.69, 72, 342, 1469);"
21/10/2022;DRS 02 Araçatuba;1.76;0;32;0;1;5;128;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 02 Araçatuba', 1.76, 0, 32, 0, 1, 5, 128);"
21/10/2022;DRS 03 Araraquara;5.18;0;12;0;1;3;60;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 03 Araraquara', 5.18, 0, 12, 0, 1, 3, 60);"
21/10/2022;DRS 04 Baixada Santista;18.12;11;65;16.92;1;13;122;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 04 Baixada Santista', 18.12, 11, 65, 16.92, 1, 13, 122);"
21/10/2022;DRS 05 Barretos;0;0;1;0;0;0;23;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 05 Barretos', 0, 0, 1, 0, 0, 0, 23);"
21/10/2022;DRS 06 Bauru;6.32;2;33;6.06;2;11;166;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 06 Bauru', 6.32, 2, 33, 6.06, 2, 11, 166);"
21/10/2022;DRS 07 Campinas;8.19;27;275;9.82;11;50;491;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 07 Campinas', 8.19, 27, 275, 9.82, 11, 50, 491);"
21/10/2022;DRS 08 Franca;1.3;0;22;0;0;1;90;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 08 Franca', 1.3, 0, 22, 0, 0, 1, 90);"
21/10/2022;DRS 09 Marília;20.01;5;28;17.86;1;10;71;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 09 Marília', 20.01, 5, 28, 17.86, 1, 10, 71);"
21/10/2022;DRS 10 Piracicaba;0.27;0;51;0;0;2;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 10 Piracicaba', 0.27, 0, 51, 0, 0, 2, 95);"
21/10/2022;DRS 11 Presidente Prudente;35.41;6;10;60;4;20;98;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 11 Presidente Prudente', 35.41, 6, 10, 60, 4, 20, 98);"
21/10/2022;DRS 12 Registro;11.73;0;14;0;0;4;42;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 12 Registro', 11.73, 0, 14, 0, 0, 4, 42);"
21/10/2022;DRS 13 Ribeirão Preto;13.74;5;31;16.13;6;30;113;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 13 Ribeirão Preto', 13.74, 5, 31, 16.13, 6, 30, 113);"
21/10/2022;DRS 14 São João da Boa Vista;10.66;2;23;8.7;1;2;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 14 São João da Boa Vista', 10.66, 2, 23, 8.7, 1, 2, 95);"
21/10/2022;DRS 15 São José do Rio Preto;13.43;7;24;29.17;2;11;173;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 15 São José do Rio Preto', 13.43, 7, 24, 29.17, 2, 11, 173);"
21/10/2022;DRS 16 Sorocaba;1.91;2;98;2.04;2;12;266;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 16 Sorocaba', 1.91, 2, 98, 2.04, 2, 12, 266);"
21/10/2022;DRS 17 Taubaté;7.13;6;87;6.9;1;10;190;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'DRS 17 Taubaté', 7.13, 6, 87, 6.9, 1, 10, 190);"
21/10/2022;Estado de São Paulo;16.74;252;1531;16.46;105;526;3692;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-21', 'Estado de São Paulo', 16.74, 252, 1531, 16.46, 105, 526, 3692);"
22/10/2022;DRS 01 Grande São Paulo;25.99;189;715;26.43;90;329;1411;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 01 Grande São Paulo', 25.99, 189, 715, 26.43, 90, 329, 1411);"
22/10/2022;DRS 02 Araçatuba;1.76;0;32;0;1;4;137;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 02 Araçatuba', 1.76, 0, 32, 0, 1, 4, 137);"
22/10/2022;DRS 03 Araraquara;6.37;1;11;9.09;2;3;62;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 03 Araraquara', 6.37, 1, 11, 9.09, 2, 3, 62);"
22/10/2022;DRS 04 Baixada Santista;18.95;11;64;17.19;3;11;125;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 04 Baixada Santista', 18.95, 11, 64, 17.19, 3, 11, 125);"
22/10/2022;DRS 05 Barretos;0;0;1;0;0;0;23;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 05 Barretos', 0, 0, 1, 0, 0, 0, 23);"
22/10/2022;DRS 06 Bauru;7.15;3;34;8.82;0;11;166;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 06 Bauru', 7.15, 3, 34, 8.82, 0, 11, 166);"
22/10/2022;DRS 07 Campinas;8.77;30;270;11.11;3;42;521;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 07 Campinas', 8.77, 30, 270, 11.11, 3, 42, 521);"
22/10/2022;DRS 08 Franca;0.63;0;22;0;0;1;90;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 08 Franca', 0.63, 0, 22, 0, 0, 1, 90);"
22/10/2022;DRS 09 Marília;18.94;4;27;14.81;1;12;70;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 09 Marília', 18.94, 4, 27, 14.81, 1, 12, 70);"
22/10/2022;DRS 10 Piracicaba;0.56;1;51;1.96;0;1;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 10 Piracicaba', 0.56, 1, 51, 1.96, 0, 1, 95);"
22/10/2022;DRS 11 Presidente Prudente;37.84;8;17;47.06;4;26;108;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 11 Presidente Prudente', 37.84, 8, 17, 47.06, 4, 26, 108);"
22/10/2022;DRS 12 Registro;9.27;0;14;0;0;4;41;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 12 Registro', 9.27, 0, 14, 0, 0, 4, 41);"
22/10/2022;DRS 13 Ribeirão Preto;13.67;4;32;12.5;11;29;107;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 13 Ribeirão Preto', 13.67, 4, 32, 12.5, 11, 29, 107);"
22/10/2022;DRS 14 São João da Boa Vista;10.65;2;23;8.7;2;3;97;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 14 São João da Boa Vista', 10.65, 2, 23, 8.7, 2, 3, 97);"
22/10/2022;DRS 15 São José do Rio Preto;18.07;8;25;32;5;7;173;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 15 São José do Rio Preto', 18.07, 8, 25, 32, 5, 7, 173);"
22/10/2022;DRS 16 Sorocaba;2.16;2;100;2;1;10;260;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 16 Sorocaba', 2.16, 2, 100, 2, 1, 10, 260);"
22/10/2022;DRS 17 Taubaté;7.42;9;85;10.59;0;5;154;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'DRS 17 Taubaté', 7.42, 9, 85, 10.59, 0, 5, 154);"
22/10/2022;Estado de São Paulo;16.96;272;1523;17.86;123;498;3640;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-22', 'Estado de São Paulo', 16.96, 272, 1523, 17.86, 123, 498, 3640);"
23/10/2022;DRS 01 Grande São Paulo;25.55;179;741;24.16;71;330;1438;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 01 Grande São Paulo', 25.55, 179, 741, 24.16, 71, 330, 1438);"
23/10/2022;DRS 02 Araçatuba;1.63;0;50;0;1;3;122;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 02 Araçatuba', 1.63, 0, 50, 0, 1, 3, 122);"
23/10/2022;DRS 03 Araraquara;6.37;0;10;0;2;4;63;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 03 Araraquara', 6.37, 0, 10, 0, 2, 4, 63);"
23/10/2022;DRS 04 Baixada Santista;19.18;10;67;14.93;1;14;131;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 04 Baixada Santista', 19.18, 10, 67, 14.93, 1, 14, 131);"
23/10/2022;DRS 05 Barretos;0;0;1;0;0;0;23;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 05 Barretos', 0, 0, 1, 0, 0, 0, 23);"
23/10/2022;DRS 06 Bauru;7.59;4;34;11.76;1;12;167;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 06 Bauru', 7.59, 4, 34, 11.76, 1, 12, 167);"
23/10/2022;DRS 07 Campinas;9.07;27;269;10.04;2;41;486;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 07 Campinas', 9.07, 27, 269, 10.04, 2, 41, 486);"
23/10/2022;DRS 08 Franca;0.63;1;22;4.55;0;0;91;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 08 Franca', 0.63, 1, 22, 4.55, 0, 0, 91);"
23/10/2022;DRS 09 Marília;17.91;4;27;14.81;0;14;72;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 09 Marília', 17.91, 4, 27, 14.81, 0, 14, 72);"
23/10/2022;DRS 10 Piracicaba;0.27;0;55;0;0;1;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 10 Piracicaba', 0.27, 0, 55, 0, 0, 1, 95);"
23/10/2022;DRS 11 Presidente Prudente;45.38;9;13;69.23;4;24;113;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 11 Presidente Prudente', 45.38, 9, 13, 69.23, 4, 24, 113);"
23/10/2022;DRS 12 Registro;6.67;0;14;0;0;5;42;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 12 Registro', 6.67, 0, 14, 0, 0, 5, 42);"
23/10/2022;DRS 13 Ribeirão Preto;12.68;3;30;10;2;24;121;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 13 Ribeirão Preto', 12.68, 3, 30, 10, 2, 24, 121);"
23/10/2022;DRS 14 São João da Boa Vista;9.83;1;22;4.55;1;3;103;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 14 São João da Boa Vista', 9.83, 1, 22, 4.55, 1, 3, 103);"
23/10/2022;DRS 15 São José do Rio Preto;19.63;4;23;17.39;2;7;151;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 15 São José do Rio Preto', 19.63, 4, 23, 17.39, 2, 7, 151);"
23/10/2022;DRS 16 Sorocaba;2.31;2;99;2.02;4;11;265;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 16 Sorocaba', 2.31, 2, 99, 2.02, 4, 11, 265);"
23/10/2022;DRS 17 Taubaté;8.27;9;84;10.71;1;4;171;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'DRS 17 Taubaté', 8.27, 9, 84, 10.71, 1, 4, 171);"
23/10/2022;Estado de São Paulo;16.85;253;1561;16.21;92;497;3654;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-23', 'Estado de São Paulo', 16.85, 253, 1561, 16.21, 92, 497, 3654);"
24/10/2022;DRS 01 Grande São Paulo;26.13;204;770;26.49;83;334;1397;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 01 Grande São Paulo', 26.13, 204, 770, 26.49, 83, 334, 1397);"
24/10/2022;DRS 02 Araçatuba;1.52;0;50;0;0;5;117;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 02 Araçatuba', 1.52, 0, 50, 0, 0, 5, 117);"
24/10/2022;DRS 03 Araraquara;5.18;0;10;0;0;3;63;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 03 Araraquara', 5.18, 0, 10, 0, 0, 3, 63);"
24/10/2022;DRS 04 Baixada Santista;18.83;9;65;13.85;3;16;132;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 04 Baixada Santista', 18.83, 9, 65, 13.85, 3, 16, 132);"
24/10/2022;DRS 05 Barretos;0;0;1;0;0;0;21;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 05 Barretos', 0, 0, 1, 0, 0, 0, 21);"
24/10/2022;DRS 06 Bauru;7.97;4;35;11.43;0;10;163;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 06 Bauru', 7.97, 4, 35, 11.43, 0, 10, 163);"
24/10/2022;DRS 07 Campinas;9.43;25;267;9.36;7;42;492;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 07 Campinas', 9.43, 25, 267, 9.36, 7, 42, 492);"
24/10/2022;DRS 08 Franca;1.32;1;22;4.55;0;0;91;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 08 Franca', 1.32, 1, 22, 4.55, 0, 0, 91);"
24/10/2022;DRS 09 Marília;15.97;2;25;8;0;14;72;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 09 Marília', 15.97, 2, 25, 8, 0, 14, 72);"
24/10/2022;DRS 10 Piracicaba;0.27;0;51;0;2;3;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 10 Piracicaba', 0.27, 0, 51, 0, 2, 3, 95);"
24/10/2022;DRS 11 Presidente Prudente;48.73;7;12;58.33;2;25;116;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 11 Presidente Prudente', 48.73, 7, 12, 58.33, 2, 25, 116);"
24/10/2022;DRS 12 Registro;4.83;0;14;0;0;5;42;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 12 Registro', 4.83, 0, 14, 0, 0, 5, 42);"
24/10/2022;DRS 13 Ribeirão Preto;12.45;5;33;15.15;8;24;124;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 13 Ribeirão Preto', 12.45, 5, 33, 15.15, 8, 24, 124);"
24/10/2022;DRS 14 São João da Boa Vista;8.81;1;20;5;2;4;87;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 14 São João da Boa Vista', 8.81, 1, 20, 5, 2, 4, 87);"
24/10/2022;DRS 15 São José do Rio Preto;21;3;21;14.29;0;6;166;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 15 São José do Rio Preto', 21, 3, 21, 14.29, 0, 6, 166);"
24/10/2022;DRS 16 Sorocaba;2.27;3;109;2.75;3;9;265;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 16 Sorocaba', 2.27, 3, 109, 2.75, 3, 9, 265);"
24/10/2022;DRS 17 Taubaté;9.01;8;85;9.41;1;8;161;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'DRS 17 Taubaté', 9.01, 8, 85, 9.41, 1, 8, 161);"
24/10/2022;Estado de São Paulo;17.2;272;1590;17.11;111;508;3604;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-24', 'Estado de São Paulo', 17.2, 272, 1590, 17.11, 111, 508, 3604);"
25/10/2022;DRS 01 Grande São Paulo;26.31;216;754;28.65;80;364;1472;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 01 Grande São Paulo', 26.31, 216, 754, 28.65, 80, 364, 1472);"
25/10/2022;DRS 02 Araçatuba;0.77;0;32;0;0;2;127;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 02 Araçatuba', 0.77, 0, 32, 0, 0, 2, 127);"
25/10/2022;DRS 03 Araraquara;5.25;1;11;9.09;1;3;63;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 03 Araraquara', 5.25, 1, 11, 9.09, 1, 3, 63);"
25/10/2022;DRS 04 Baixada Santista;18.88;11;53;20.75;1;15;109;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 04 Baixada Santista', 18.88, 11, 53, 20.75, 1, 15, 109);"
25/10/2022;DRS 05 Barretos;0;0;1;0;1;1;23;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 05 Barretos', 0, 0, 1, 0, 1, 1, 23);"
25/10/2022;DRS 06 Bauru;9.59;5;35;14.29;2;11;159;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 06 Bauru', 9.59, 5, 35, 14.29, 2, 11, 159);"
25/10/2022;DRS 07 Campinas;9.52;24;264;9.09;10;53;489;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 07 Campinas', 9.52, 24, 264, 9.09, 10, 53, 489);"
25/10/2022;DRS 08 Franca;1.95;1;22;4.55;0;0;90;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 08 Franca', 1.95, 1, 22, 4.55, 0, 0, 90);"
25/10/2022;DRS 09 Marília;13.81;2;27;7.41;1;16;73;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 09 Marília', 13.81, 2, 27, 7.41, 1, 16, 73);"
25/10/2022;DRS 10 Piracicaba;0.55;1;51;1.96;3;4;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 10 Piracicaba', 0.55, 1, 51, 1.96, 3, 4, 95);"
25/10/2022;DRS 11 Presidente Prudente;56.95;7;11;63.64;3;29;117;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 11 Presidente Prudente', 56.95, 7, 11, 63.64, 3, 29, 117);"
25/10/2022;DRS 12 Registro;3.91;1;15;6.67;1;2;39;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 12 Registro', 3.91, 1, 15, 6.67, 1, 2, 39);"
25/10/2022;DRS 13 Ribeirão Preto;13.23;5;32;15.62;2;26;121;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 13 Ribeirão Preto', 13.23, 5, 32, 15.62, 2, 26, 121);"
25/10/2022;DRS 14 São João da Boa Vista;7.53;1;24;4.17;2;3;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 14 São João da Boa Vista', 7.53, 1, 24, 4.17, 2, 3, 95);"
25/10/2022;DRS 15 São José do Rio Preto;20.87;3;22;13.64;3;9;187;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 15 São José do Rio Preto', 20.87, 3, 22, 13.64, 3, 9, 187);"
25/10/2022;DRS 16 Sorocaba;2.4;4;99;4.04;2;12;270;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 16 Sorocaba', 2.4, 4, 99, 4.04, 2, 12, 270);"
25/10/2022;DRS 17 Taubaté;8.91;6;81;7.41;0;5;157;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'DRS 17 Taubaté', 8.91, 6, 81, 7.41, 0, 5, 157);"
25/10/2022;Estado de São Paulo;17.38;288;1534;18.77;112;555;3686;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-25', 'Estado de São Paulo', 17.38, 288, 1534, 18.77, 112, 555, 3686);"
26/10/2022;DRS 01 Grande São Paulo;26.79;221;731;30.23;96;377;1414;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 01 Grande São Paulo', 26.79, 221, 731, 30.23, 96, 377, 1414);"
26/10/2022;DRS 02 Araçatuba;0.78;0;32;0;1;3;128;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 02 Araçatuba', 0.78, 0, 32, 0, 1, 3, 128);"
26/10/2022;DRS 03 Araraquara;6.45;1;11;9.09;2;3;63;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 03 Araraquara', 6.45, 1, 11, 9.09, 2, 3, 63);"
26/10/2022;DRS 04 Baixada Santista;18.47;12;52;23.08;2;11;104;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 04 Baixada Santista', 18.47, 12, 52, 23.08, 2, 11, 104);"
26/10/2022;DRS 05 Barretos;0;0;2;0;0;1;23;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 05 Barretos', 0, 0, 2, 0, 0, 1, 23);"
26/10/2022;DRS 06 Bauru;10.78;4;34;11.76;0;10;159;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 06 Bauru', 10.78, 4, 34, 11.76, 0, 10, 159);"
26/10/2022;DRS 07 Campinas;9.38;19;266;7.14;6;43;502;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 07 Campinas', 9.38, 19, 266, 7.14, 6, 43, 502);"
26/10/2022;DRS 08 Franca;2.59;1;22;4.55;0;1;90;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 08 Franca', 2.59, 1, 22, 4.55, 0, 1, 90);"
26/10/2022;DRS 09 Marília;11.69;1;27;3.7;1;15;72;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 09 Marília', 11.69, 1, 27, 3.7, 1, 15, 72);"
26/10/2022;DRS 10 Piracicaba;0.83;1;51;1.96;2;6;96;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 10 Piracicaba', 0.83, 1, 51, 1.96, 2, 6, 96);"
26/10/2022;DRS 11 Presidente Prudente;59.78;7;11;63.64;0;28;119;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 11 Presidente Prudente', 59.78, 7, 11, 63.64, 0, 28, 119);"
26/10/2022;DRS 12 Registro;3.2;2;9;22.22;0;0;17;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 12 Registro', 3.2, 2, 9, 22.22, 0, 0, 17);"
26/10/2022;DRS 13 Ribeirão Preto;14.09;5;31;16.13;5;27;139;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 13 Ribeirão Preto', 14.09, 5, 31, 16.13, 5, 27, 139);"
26/10/2022;DRS 14 São João da Boa Vista;6.3;1;24;4.17;1;4;95;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 14 São João da Boa Vista', 6.3, 1, 24, 4.17, 1, 4, 95);"
26/10/2022;DRS 15 São José do Rio Preto;21.87;4;22;18.18;5;17;204;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 15 São José do Rio Preto', 21.87, 4, 22, 18.18, 5, 17, 204);"
26/10/2022;DRS 16 Sorocaba;2.53;3;99;3.03;3;11;290;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 16 Sorocaba', 2.53, 3, 99, 3.03, 3, 11, 290);"
26/10/2022;DRS 17 Taubaté;8.91;7;81;8.64;3;7;153;;;"INSERT INTO leitos_e_internacoes VALUES('2022-10-26', 'DRS 17 Taubaté', 8.91, 7, 81, 8.64, 3, 7, 153);"
